consolidated_cleaned_research_request,fy_fq_requests_removed,missing_quarter_requests_removed,new_fact_count,new_wave,old_fact_count,old_wave,remaining_facts,source_semantics_requests_removed,structural_review_still_required,ticker
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Cash. Do not research other fields.,0,2,3,P3_LATEST8Q,5,P3_LATEST8Q,CASH|TOTAL_DEBT,0,NO,RLAY
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,4,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,RLJ
"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, FCF, lineage/source ownership evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify lineage/source ownership evidence, target collision evidence, Total Debt. Do not research other fields.",0,0,15,P3_LATEST8Q,15,P3_LATEST8Q,CAPEX_FOR_FCF|FCF_DIRECT|LINEAGE_OWNERSHIP_EVIDENCE|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE|TOTAL_DEBT,0,YES,RLMD
,0,1,0,NO_EXTERNAL_RESEARCH_NEEDED,1,P3_LATEST8Q,,0,NO,RMAX
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,RMBS
"Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue. Do not research other fields.",0,0,6,P2_LATEST4Q,6,P2_LATEST4Q,FIRST_PUBLIC_PUBLISH_DATE|REVENUE|TOTAL_DEBT,0,NO,RNAZ
Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,TOTAL_DEBT,0,NO,ROCK
"Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify EBIT, FCF, OCF required to derive FCF, Revenue, source semantics confirmation. Do not research other fields.",0,2,6,P3_LATEST8Q,8,P3_LATEST8Q,EBIT_DIRECT|FCF_DIRECT|OCF_FOR_FCF|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,ROIV
"Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,ROK
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,ROKU
"Research official issuer sources for FY2023 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2023 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,4,P3_LATEST8Q,4,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,ROST
Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Cash. Do not research other fields.,0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,CASH|TOTAL_DEBT,0,NO,RPID
"Research official issuer sources for FY2025 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,4,P3_LATEST8Q,4,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,RPM
,0,2,0,NO_EXTERNAL_RESEARCH_NEEDED,2,P3_LATEST8Q,,0,NO,RPRX
"Research official issuer sources for FY2025 Q3. Verify EBIT. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify EBIT. Do not research other fields.; Research official issuer sources for FY2026 Q1. Verify EBIT. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, EBIT, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, EBIT, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify EBIT. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify EBIT, first-public result publication date. Do not research other fields.",0,2,18,P2_LATEST4Q,20,P2_LATEST4Q,CAPEX_FOR_FCF|EBIT_DIRECT|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,RPT
"Research official issuer sources for FY2025 Q4. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2023 Q2. Verify Capex required to derive FCF, Cash, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2023 Q3. Verify Capex required to derive FCF, Cash, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2023 Q4. Verify Capex required to derive FCF, FCF, source semantics confirmation. Do not research other fields.",0,1,16,P2_LATEST4Q,17,P2_LATEST4Q,CAPEX_FOR_FCF|CASH|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,RR
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,4,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,RRC
"Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,RRR
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,RSI
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,TOTAL_DEBT,0,NO,RUM
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,RVLV
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,2,2,P3_LATEST8Q,4,P3_LATEST8Q,TOTAL_DEBT,0,NO,RVMD
Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE,0,YES,RVTY
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,RXST
"Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,RYTM
"Research official issuer sources for FY2023 Q4. Verify missing quarter existence/source evidence, Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, missing quarter existence/source evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, FCF, missing quarter existence/source evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify missing quarter existence/source evidence. Do not research other fields.",0,0,16,P3_LATEST8Q,16,P3_LATEST8Q,CAPEX_FOR_FCF|FCF_DIRECT|MISSING_QUARTER_EXISTENCE|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,RZLT
"Research official issuer sources for FY2024 Q2. Verify lineage/source ownership evidence, target collision evidence, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,6,P3_LATEST8Q,6,P3_LATEST8Q,EBIT_DIRECT|LINEAGE_OWNERSHIP_EVIDENCE|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE|TOTAL_DEBT,0,YES,S
Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,TOTAL_DEBT,0,NO,SABS
"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.",0,2,8,P3_LATEST8Q,10,P3_LATEST8Q,CAPEX_FOR_FCF|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,SAFE
"Research official issuer sources for FY2024 Q4. Verify EBIT, lineage/source ownership evidence, source semantics confirmation, target collision evidence. Do not research other fields.",0,0,4,P3_LATEST8Q,4,P3_LATEST8Q,EBIT_DIRECT|LINEAGE_OWNERSHIP_EVIDENCE|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE,0,YES,SAIC
"Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,0,YES,SAM
"Research official issuer sources for FY2024 Q2. Verify Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue, Total Debt. Do not research other fields.",0,0,4,P3_LATEST8Q,4,P3_LATEST8Q,REVENUE|TOTAL_DEBT,0,NO,SANA
"Research official issuer sources for FY2024 Q2. Verify Cash, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Cash, Total Debt. Do not research other fields.",0,1,4,P3_LATEST8Q,5,P3_LATEST8Q,CASH|TOTAL_DEBT,0,NO,SATL
"Research official issuer sources for FY2024 Q1. Verify Cash, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Cash, missing quarter existence/source evidence, Total Debt. Do not research other fields.",0,0,6,P3_LATEST8Q,6,P3_LATEST8Q,CASH|MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,0,YES,SBFM
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,4,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,SBRA
"Research official issuer sources for FY2025 Q1. Verify EBIT, Total Debt. Do not research other fields.",0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,EBIT_DIRECT|TOTAL_DEBT,0,NO,SCI
"Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation, Total Debt. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,SCLX
"Research official issuer sources for FY2025 Q1. Verify Cash, first-public result publication date, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify Cash, first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify Capex required to derive FCF, EBIT, FCF, OCF required to derive FCF, Revenue, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2020 Q4. Verify Capex required to derive FCF, Cash, EBIT, FCF, OCF required to derive FCF, Revenue, Shares Outstanding, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2023 Q1. Verify first-public result publication date, lineage/source ownership evidence, Revenue, Total Debt. Do not research other fields.",0,2,24,P2_LATEST4Q,26,P2_LATEST4Q,CAPEX_FOR_FCF|CASH|EBIT_DIRECT|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|LINEAGE_OWNERSHIP_EVIDENCE|OCF_FOR_FCF|REVENUE|SHARES_OUTSTANDING|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,SCNI
Research official issuer sources for FY2026 Q1. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2026 Q2. Verify first-public result publication date. Do not research other fields.,0,0,2,P2_LATEST4Q,2,P2_LATEST4Q,FIRST_PUBLIC_PUBLISH_DATE,0,NO,SCSC
Research official issuer sources for FY2025 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2026 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify Total Debt. Do not research other fields.,0,2,7,P2_LATEST4Q,9,P2_LATEST4Q,TOTAL_DEBT,0,NO,SD
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,SDGR
"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, Cash, FCF, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Cash, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Cash, Total Debt. Do not research other fields.",0,1,9,P3_LATEST8Q,10,P3_LATEST8Q,CAPEX_FOR_FCF|CASH|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,SDRL
"Research official issuer sources for FY2025 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2023 Q2. Verify Capex required to derive FCF, Cash, FCF, first-public result publication date, Revenue, Shares Outstanding, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, Cash, FCF, first-public result publication date, lineage/source ownership evidence, Revenue, Total Debt. Do not research other fields.",0,0,16,P2_LATEST4Q,17,P2_LATEST4Q,CAPEX_FOR_FCF|CASH|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|LINEAGE_OWNERSHIP_EVIDENCE|REVENUE|SHARES_OUTSTANDING|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,1,NO,SDST
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,4,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,SEAT
Research official issuer sources for FY2026 Q1. Verify first-public result publication date. Do not research other fields.,0,0,1,P2_LATEST4Q,1,P2_LATEST4Q,FIRST_PUBLIC_PUBLISH_DATE,0,NO,SEB
Research official issuer sources for FY2024 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,3,P3_LATEST8Q,4,P3_LATEST8Q,TOTAL_DEBT,0,NO,SEER
"Research official issuer sources for FY2025 Q1. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2023 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, lineage/source ownership evidence, OCF required to derive FCF, Revenue, Shares Outstanding, Total Debt. Do not research other fields.",0,2,14,P2_LATEST4Q,17,P2_LATEST4Q,CAPEX_FOR_FCF|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|LINEAGE_OWNERSHIP_EVIDENCE|OCF_FOR_FCF|REVENUE|SHARES_OUTSTANDING|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,1,NO,SEGG
"Research official issuer sources for FY2024 Q2. Verify Shares Outstanding, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Shares Outstanding. Do not research other fields.",0,2,3,P3_LATEST8Q,5,P3_LATEST8Q,SHARES_OUTSTANDING|TOTAL_DEBT,0,NO,SEI
Research official issuer sources for FY2023 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,3,2,P3_LATEST8Q,5,P3_LATEST8Q,TOTAL_DEBT,0,NO,SERV
"Research official issuer sources for FY2024 Q2. Verify Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify Total Debt. Do not research other fields.",0,0,5,P3_LATEST8Q,5,P3_LATEST8Q,REVENUE|TOTAL_DEBT,0,NO,SES
Research official issuer sources for FY2024 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.,0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,TOTAL_DEBT,0,NO,SFIX
"Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,0,YES,SG
"Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,SGHT
"Research official issuer sources for FY2024 Q2. Verify Cash, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Cash, Total Debt. Do not research other fields.",0,2,4,P3_LATEST8Q,6,P3_LATEST8Q,CASH|TOTAL_DEBT,0,NO,SGI
"Research official issuer sources for FY2025 Q4. Verify Capex required to derive FCF, Cash, FCF, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify first-public result publication date, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify first-public result publication date. Do not research other fields.",0,2,13,P2_LATEST4Q,15,P2_LATEST4Q,CAPEX_FOR_FCF|CASH|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,SGLY
"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",0,2,15,P3_LATEST8Q,17,P3_LATEST8Q,CAPEX_FOR_FCF|FCF_DIRECT|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,SGMT
"Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,SHC
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,4,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,SHO
"Research official issuer sources for FY2021 Q4. Verify Capex required to derive FCF, Cash, EBIT, FCF, first-public result publication date, OCF required to derive FCF, Revenue, Shares Outstanding, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q1. Verify Cash, first-public result publication date, Total Debt. Do not research other fields.",0,2,13,P3_LATEST8Q,15,P3_LATEST8Q,CAPEX_FOR_FCF|CASH|EBIT_DIRECT|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|OCF_FOR_FCF|REVENUE|SHARES_OUTSTANDING|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,SHOP
"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation, Total Debt. Do not research other fields.",0,0,10,P3_LATEST8Q,10,P3_LATEST8Q,CAPEX_FOR_FCF|EBIT_DIRECT|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,SHPH
"Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Cash, first-public result publication date, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Cash, first-public result publication date, Total Debt. Do not research other fields.",0,0,7,P2_LATEST4Q,7,P2_LATEST4Q,CASH|FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,0,NO,SIDU
"Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,SIGA
"Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,SINT
"Research official issuer sources for FY2025 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2026 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,4,P2_LATEST4Q,4,P2_LATEST4Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,SITC
Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,TOTAL_DEBT,0,NO,SITM
"Research official issuer sources for FY2025 Q1. Verify Cash, Revenue, Shares Outstanding. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify Cash, Revenue, Shares Outstanding. Do not research other fields.",0,0,6,P3_LATEST8Q,6,P3_LATEST8Q,CASH|REVENUE|SHARES_OUTSTANDING,0,NO,SJM
"Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,SKT
"Research official issuer sources for FY2025 Q4. Verify EBIT, fiscal transition evidence, official period_end, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2026 Q1. Verify fiscal transition evidence, official period_end, source semantics confirmation, target collision evidence. Do not research other fields.",0,0,8,P3_LATEST8Q,8,P3_LATEST8Q,EBIT_DIRECT|FISCAL_TRANSITION_EVIDENCE|OFFICIAL_PERIOD_END|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE,0,YES,SKY
"Research official issuer sources for FY2024 Q2. Verify Revenue. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,5,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,YES,SKYE
"Research official issuer sources for FY2024 Q1. Verify Cash, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Cash, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Cash, Total Debt. Do not research other fields.",0,1,6,P3_LATEST8Q,7,P3_LATEST8Q,CASH|TOTAL_DEBT,0,NO,SKYH
,0,1,0,NO_EXTERNAL_RESEARCH_NEEDED,1,P3_LATEST8Q,,0,NO,SKYW
"Research official issuer sources for FY2025 Q2. Verify target collision evidence, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify missing quarter existence/source evidence, target collision evidence, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify lineage/source ownership evidence, official period_end, target collision evidence. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify target collision evidence, Total Debt. Do not research other fields.",0,0,12,P2_LATEST4Q,12,P2_LATEST4Q,LINEAGE_OWNERSHIP_EVIDENCE|MISSING_QUARTER_EXISTENCE|OFFICIAL_PERIOD_END|TARGET_COLLISION_EVIDENCE|TOTAL_DEBT,0,YES,SLAB
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,4,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,SLB
"Research official issuer sources for FY2024 Q2. Verify Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue, Total Debt. Do not research other fields.",0,2,4,P3_LATEST8Q,6,P3_LATEST8Q,REVENUE|TOTAL_DEBT,0,NO,SLDB
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,SLDP
