affected_fy_fq,company_id,current_evidence,evidence_that_would_resolve_it,exact_decision_needed,external_research_also_required,fy_fq_locally_resolved,issue,priority,status,structural_category,structural_decision_remaining,structural_task_id,ticker
FY2025Q1,2053,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: verify missing adjacent fiscal quarter source ; FY2025Q1: target FY/FQ collision requires reconciliation,NO,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0840,SFM
FY2025Q3,2054,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|TARGET_COLLISION,P2_LATEST4Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0841,SG
FY2025Q2,2054,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q2: verify missing adjacent fiscal quarter source ; FY2025Q2: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0842,SG
FY2025Q3,2060,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,NO,NO,MISSING_QUARTER|TARGET_COLLISION,P2_LATEST4Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0843,SHAK
FY2025Q2,2060,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_TARGET_COLLISION_RESOLUTION,FY2025Q2: target FY/FQ collision requires reconciliation,NO,NO,TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0844,SHAK
FY2025Q1,2060,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: verify missing adjacent fiscal quarter source ; FY2025Q1: target FY/FQ collision requires reconciliation,NO,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0845,SHAK
FY2025Q1,2071,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2025Q1: target FY/FQ collision requires reconciliation,YES,NO,FY_CONFLICT_DIRECT_EXACT|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0846,SIG
FY2024Q4,2071,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_TARGET_COLLISION_RESOLUTION,FY2024Q4: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2024Q4: target FY/FQ collision requires reconciliation,YES,NO,FY_CONFLICT_DIRECT_EXACT|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0847,SIG
FY2024Q3,2071,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_TARGET_COLLISION_RESOLUTION,FY2024Q3: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2024Q3: target FY/FQ collision requires reconciliation,YES,NO,FY_CONFLICT_DIRECT_EXACT|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0848,SIG
FY2025Q3,2076,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|TARGET_COLLISION,P2_LATEST4Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0849,SITE
FY2025Q2,2076,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_TARGET_COLLISION_RESOLUTION,FY2025Q2: target FY/FQ collision requires reconciliation,YES,NO,TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0850,SITE
FY2025Q1,2076,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: verify missing adjacent fiscal quarter source ; FY2025Q1: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0851,SITE
FY2027Q1,2081,UNRESOLVED|UNRESOLVED,NEED_FIRST_PUBLIC_RESULT_DATE|NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2027Q1: need official fiscal year start and FY/FQ identity ; FY2027Q1: need first-public result date ; FY2027Q1: confirm sequence semantics,YES,NO,PUBLISH_DATE_MISSING|UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0852,SKY
FY2026Q4,2081,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION|NEED_TRANSITION_CALENDAR_EVIDENCE,FY2026Q4: need transition/stub calendar decision ; FY2026Q4: need official period_end ; FY2026Q4: confirm sequence semantics ; FY2026Q4: target FY/FQ collision requires reconciliation,YES,NO,PERIOD_END_TRANSITION_REVIEW|TARGET_COLLISION|TRANSITION_REVIEW|TRANSITION_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,CALENDAR_TRANSITION,YES,P8H-S-0853,SKY
FY2026Q3,2081,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION|NEED_TRANSITION_CALENDAR_EVIDENCE,FY2026Q3: need transition/stub calendar decision ; FY2026Q3: need official period_end ; FY2026Q3: confirm sequence semantics ; FY2026Q3: target FY/FQ collision requires reconciliation,YES,NO,PERIOD_END_TRANSITION_REVIEW|TARGET_COLLISION|TRANSITION_REVIEW|TRANSITION_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,CALENDAR_TRANSITION,YES,P8H-S-0854,SKY
FY2026Q2,2081,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION|NEED_TRANSITION_CALENDAR_EVIDENCE,FY2026Q2: need transition/stub calendar decision ; FY2026Q2: need official period_end ; FY2026Q2: confirm sequence semantics ; FY2026Q2: target FY/FQ collision requires reconciliation,YES,NO,PERIOD_END_TRANSITION_REVIEW|TARGET_COLLISION|TRANSITION_REVIEW|TRANSITION_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,CALENDAR_TRANSITION,YES,P8H-S-0855,SKY
FY2026Q1,2081,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION|NEED_TRANSITION_CALENDAR_EVIDENCE,FY2026Q1: need transition/stub calendar decision ; FY2026Q1: need official period_end ; FY2026Q1: confirm sequence semantics ; FY2026Q1: target FY/FQ collision requires reconciliation,YES,NO,PERIOD_END_TRANSITION_REVIEW|TARGET_COLLISION|TRANSITION_REVIEW|TRANSITION_SEQUENCE,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,CALENDAR_TRANSITION,YES,P8H-S-0856,SKY
FY2025Q4,2081,DIRECT_EXACT_INTERVAL|TARGET_SELF,NEED_EBIT|NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TRANSITION_CALENDAR_EVIDENCE,FY2025Q4: need EBIT ; FY2025Q4: need transition/stub calendar decision ; FY2025Q4: need official period_end ; FY2025Q4: confirm sequence semantics ; FY2025Q4: Need approved issuer/company-specific EBIT rule; do not blanket map Operating Income,YES,NO,PERIOD_END_TRANSITION_REVIEW|PRIMARY_CORE_INCOMPLETE|TRANSITION_REVIEW|TRANSITION_SEQUENCE,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,CALENDAR_TRANSITION,YES,P8H-S-0857,SKY
FY2026Q1,2082,UNRESOLVED|UNRESOLVED,NEED_GROSS_PROFIT|NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need Gross Profit ; FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,SECONDARY_FIELDS_INCOMPLETE|UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0858,SKYE
FY2026Q1,2086,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0859,SKYX
FY2025Q3,2087,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_DEBT|NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: need Debt ; FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE|TARGET_COLLISION,P2_LATEST4Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0860,SLAB
FY2025Q2,2087,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_DEBT|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q2: need Debt ; FY2025Q2: target FY/FQ collision requires reconciliation,YES,NO,PRIMARY_CORE_INCOMPLETE|TARGET_COLLISION,P2_LATEST4Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0861,SLAB
FY2025Q1,2087,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_DEBT|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: need Debt ; FY2025Q1: target FY/FQ collision requires reconciliation,YES,NO,PRIMARY_CORE_INCOMPLETE|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0862,SLAB
FY2024Q4,2087,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_OFFICIAL_PERIOD_END|NEED_TARGET_COLLISION_RESOLUTION,FY2024Q4: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2024Q4: need official period_end ; FY2024Q4: target FY/FQ collision requires reconciliation,YES,NO,FY_CONFLICT_DIRECT_EXACT|PERIOD_END_FISCAL_SLOT_CONFLICT|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0863,SLAB
FY2026Q2,2092,UNRESOLVED|UNRESOLVED,NEED_CAPEX|NEED_FIRST_PUBLIC_RESULT_DATE|NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q2: need Capex ; FY2026Q2: need official fiscal year start and FY/FQ identity ; FY2026Q2: need first-public result date ; FY2026Q2: confirm sequence semantics,YES,NO,PUBLISH_DATE_MISSING|SECONDARY_FIELDS_INCOMPLETE|UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0864,SLG
FY2026Q1,2092,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0865,SLG
FY2022Q4,2099,UNRESOLVED|UNRESOLVED,NEED_CAPEX|NEED_CASH|NEED_DEBT|NEED_EBIT|NEED_EBITDA|NEED_FCF|NEED_FIRST_PUBLIC_RESULT_DATE|NEED_GROSS_PROFIT|NEED_NET_INCOME|NEED_OCF|NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_OPERATING_INCOME|NEED_REVENUE|NEED_SHARES|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2022Q4: need Revenue ; FY2022Q4: need EBIT ; FY2022Q4: need FCF ; FY2022Q4: need Cash ; FY2022Q4: need Debt ; FY2022Q4: need Shares ; FY2022Q4: need Gross Profit ; FY2022Q4: need Operating Income ; FY2022Q4: need EBITDA ; FY2022Q4: need Net Income ; FY2022Q4: need OCF ; FY2022Q4: need Capex ; FY2022Q4: need official fiscal year start and FY/FQ identity ; FY2022Q4: need first-public result date ; FY2022Q4: confirm sequence semantics ; FY2022Q4: Need OCF and Capex to derive FCF,YES,NO,PRIMARY_CORE_INCOMPLETE|PUBLISH_LATE_REVIEW|SECONDARY_FIELDS_INCOMPLETE|UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0866,SLXN
FY2024Q4,2108,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_EBIT|NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION,FY2024Q4: need EBIT ; FY2024Q4: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2024Q4: target FY/FQ collision requires reconciliation ; FY2024Q4: Need approved issuer/company-specific EBIT rule; do not blanket map Operating Income,YES,NO,FY_CONFLICT_DIRECT_EXACT|PRIMARY_CORE_INCOMPLETE|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0867,SMTC
FY2025Q3,2111,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,NO,NO,MISSING_QUARTER|TARGET_COLLISION,P2_LATEST4Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0868,SNA
FY2025Q2,2111,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_TARGET_COLLISION_RESOLUTION,FY2025Q2: target FY/FQ collision requires reconciliation,NO,NO,TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0869,SNA
FY2025Q1,2111,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: verify missing adjacent fiscal quarter source ; FY2025Q1: target FY/FQ collision requires reconciliation,NO,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0870,SNA
FY2025Q1,2118,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2025Q1: target FY/FQ collision requires reconciliation,NO,NO,FY_CONFLICT_DIRECT_EXACT|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0871,SNOA
FY2025Q1,2119,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2025Q1: target FY/FQ collision requires reconciliation,YES,NO,FY_CONFLICT_DIRECT_EXACT|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0872,SNOW
FY2026Q2,2120,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q2: need official fiscal year start and FY/FQ identity ; FY2026Q2: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0873,SNPS
FY2026Q1,2120,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0874,SNPS
FY2025Q3,2128,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0875,SONO
FY2026Q1,2130,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0876,SOUN
FY2026Q2,2134,UNRESOLVED|UNRESOLVED,NEED_FIRST_PUBLIC_RESULT_DATE|NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q2: need official fiscal year start and FY/FQ identity ; FY2026Q2: need first-public result date ; FY2026Q2: confirm sequence semantics,YES,NO,PUBLISH_DATE_MISSING|UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0877,SPGI
FY2026Q1,2134,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0878,SPGI
FY2025Q3,2135,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,NO,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0879,SPH
FY2024Q3,2136,DIRECT_EXACT_INTERVAL|TARGET_SELF,NEED_CAPEX|NEED_CASH|NEED_EBITDA|NEED_FCF|NEED_GROSS_PROFIT|NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TRANSITION_CALENDAR_EVIDENCE,FY2024Q3: need FCF ; FY2024Q3: need Cash ; FY2024Q3: need Gross Profit ; FY2024Q3: need EBITDA ; FY2024Q3: need Capex ; FY2024Q3: need transition/stub calendar decision ; FY2024Q3: need official period_end ; FY2024Q3: confirm sequence semantics ; FY2024Q3: Need Capex to derive FCF,YES,NO,PERIOD_END_TRANSITION_REVIEW|PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE|TRANSITION_REVIEW|TRANSITION_SEQUENCE,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,CALENDAR_TRANSITION,YES,P8H-S-0880,SPHR
FY2024Q2,2136,DIRECT_EXACT_INTERVAL|TARGET_SELF,NEED_CAPEX|NEED_EBITDA|NEED_FCF|NEED_GROSS_PROFIT|NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TRANSITION_CALENDAR_EVIDENCE,FY2024Q2: need FCF ; FY2024Q2: need Gross Profit ; FY2024Q2: need EBITDA ; FY2024Q2: need Capex ; FY2024Q2: need transition/stub calendar decision ; FY2024Q2: need official period_end ; FY2024Q2: confirm sequence semantics ; FY2024Q2: Need Capex to derive FCF,YES,NO,PERIOD_END_TRANSITION_REVIEW|PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE|TRANSITION_REVIEW|TRANSITION_SEQUENCE,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,CALENDAR_TRANSITION,YES,P8H-S-0881,SPHR
FY2025Q3,2145,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_OFFICIAL_PERIOD_END|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2025Q3: need official period_end ; FY2025Q3: target FY/FQ collision requires reconciliation,YES,NO,FQ_CONFLICT_DIRECT_EXACT|PERIOD_END_FISCAL_SLOT_CONFLICT|TARGET_COLLISION,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0882,SPWR
FY2025Q2,2145,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_CAPEX|NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_OFFICIAL_PERIOD_END|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q2: need Capex ; FY2025Q2: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2025Q2: need official period_end ; FY2025Q2: target FY/FQ collision requires reconciliation,YES,NO,FQ_CONFLICT_DIRECT_EXACT|PERIOD_END_FISCAL_SLOT_CONFLICT|SECONDARY_FIELDS_INCOMPLETE|TARGET_COLLISION,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0883,SPWR
FY2025Q1,2145,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_CAPEX|NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_OFFICIAL_PERIOD_END|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: need Capex ; FY2025Q1: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2025Q1: need official period_end ; FY2025Q1: target FY/FQ collision requires reconciliation,YES,NO,FQ_CONFLICT_DIRECT_EXACT|PERIOD_END_FISCAL_SLOT_CONFLICT|SECONDARY_FIELDS_INCOMPLETE|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0884,SPWR
FY2024Q4,2145,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_EBIT|NEED_EBITDA|NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION,FY2024Q4: need EBIT ; FY2024Q4: need EBITDA ; FY2024Q4: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2024Q4: need official period_end ; FY2024Q4: target FY/FQ collision requires reconciliation ; FY2024Q4: Need approved issuer/company-specific EBIT rule; do not blanket map Operating Income,YES,NO,FY_CONFLICT_DIRECT_EXACT|PERIOD_END_FISCAL_SLOT_CONFLICT|PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0885,SPWR
